CodigoEscola,NomeEscola,Diretoria,Distrito,Nível Socioeconômico (INSE),Indicador de Complexidade de Gestão (ICG),Faixa,IDEP2018,IDEP2019,IDEP2019META,IDEP2020META,IDEP2021META,IDEP2022META,IDEP2023META,Latitude,Longitude
94587,EMEF GABRIEL SYLVESTRE T CARVALHO,PIRITUBA,SAO DOMINGOS,4.0,1.0,3.0,5.8,5.4,6.0,6.2,6.4,6.6,6.8,-23.504338,-46.7521159
19244,EMEF GIUSEPPE TAVOLARO PROF,SAO MATEUS,SAPOPEMBA,4.0,1.0,3.0,5.9,6.0,6.1,6.3,6.5,6.7,6.9,-23.504338,-46.7521159
93122,EMEF JOSE MARIA P DUARTE TENENTE,PIRITUBA,PERDIZES,4.0,1.0,3.0,5.9,5.7,6.1,6.3,6.5,6.7,6.9,-23.504338,-46.7521159
95087,EMEF SILVIO FLEMING MAJOR,PENHA,AGUA RASA,4.0,1.0,3.0,5.9,5.2,6.1,6.3,6.5,6.7,6.9,-23.504338,-46.7521159
95303,EMEF MANOEL DE PAIVA PADRE,IPIRANGA,VILA MARIANA,4.0,1.0,3.0,5.9,5.5,6.1,6.3,6.5,6.7,6.9,-23.504338,-46.7521159
95290,EMEF JOAO CARLOS DA SILVA BORGES PROF,IPIRANGA,MOEMA,4.0,1.0,3.0,6.2,5.3,6.4,6.5,6.7,6.9,7.1,-23.504338,-46.7521159
19396,EMEF SERAFIN MARTINEZ GUTIERREZ,PENHA,ARTUR ALVIM,4.0,1.0,3.0,6.5,5.2,6.6,6.8,7.0,7.2,7.3,-23.5865176,-46.5439638
94668,EMEFM DERVILLE ALLEGRETTI PROF,JACANA/TREMEMBE,SANTANA,4.0,2.0,4.0,3.8,4.1,4.1,4.4,4.7,5.1,5.4,-23.5865176,-46.5439638
19704,EMEF PRIMO PASCOLI MELARE PROF,FREGUESIA/BRASILANDIA,BRASILANDIA,4.0,2.0,4.0,4.0,4.2,4.2,4.5,4.7,5.0,5.2,-23.5865176,-46.5439638
17442,EMEFM ANTONIO SAMPAIO VEREADOR,JACANA/TREMEMBE,SANTANA,4.0,2.0,4.0,4.1,3.4,4.4,4.7,4.9,5.2,5.5,-23.5865176,-46.5439638
566,EMEF TERESA MARGARIDA DA SILVA E ORTA,CAMPO LIMPO,JARDIM ANGELA,4.0,2.0,4.0,4.2,4.3,4.5,4.7,5.0,5.2,5.5,-23.5865176,-46.5439638
93831,EMEF ANTONIA E ARTUR BEGBIE,SAO MIGUEL,VILA CURUCA,4.0,2.0,4.0,4.3,4.1,4.5,4.8,5.0,5.3,5.5,-23.5865176,-46.5439638
93939,EMEF SUD MENNUCCI,SAO MIGUEL,ITAIM PAULISTA,4.0,2.0,4.0,4.3,4.2,4.5,4.8,5.0,5.3,5.5,-23.5865176,-46.5439638
8834,EMEF IDEMIA DE GODOI PROFA,GUAIANASES,LAJEADO,4.0,2.0,4.0,4.4,3.7,4.6,4.8,5.1,5.3,5.5,-23.5865176,-46.5439638
19362,CEU EMEF VILA DO SOL,CAMPO LIMPO,JARDIM ANGELA,4.0,2.0,4.0,4.4,4.8,4.6,4.8,5.1,5.3,5.6,-23.6001136,-46.4983971
93378,EMEF MANOEL DE ABREU DR,CAPELA DO SOCORRO,GRAJAU,4.0,2.0,4.0,4.4,4.7,4.7,4.9,5.1,5.4,5.6,-23.6001136,-46.4983971
99139,EMEF VIRGILIO DE MELLO FRANCO,SAO MIGUEL,JARDIM HELENA,4.0,2.0,4.0,4.4,4.3,4.7,4.9,5.2,5.5,5.8,-23.6001136,-46.4983971
19391,CEU EMEF ALTO ALEGRE,SAO MATEUS,IGUATEMI,4.0,2.0,4.0,4.5,4.2,4.7,4.9,5.1,5.4,5.6,-23.6001136,-46.4983971
19257,EMEF ALDO DA TOFORI PADRE,SANTO AMARO,PEDREIRA,4.0,2.0,4.0,4.5,4.6,4.7,4.9,5.1,5.4,5.6,-23.6001136,-46.4983971
19265,CEU EMEF JAMBEIRO,GUAIANASES,LAJEADO,4.0,2.0,4.0,4.5,4.2,4.7,5.0,5.2,5.4,5.7,-23.6001136,-46.4983971
93815,EMEF ALEXANDRE DE GUSMAO,GUAIANASES,LAJEADO,4.0,2.0,4.0,4.5,4.4,4.8,5.0,5.2,5.4,5.6,-23.6001136,-46.4983971
93254,EMEF JOAO SUSSUMU HIRATA DEPUTADO,SANTO AMARO,PEDREIRA,4.0,2.0,4.0,4.6,4.1,4.8,5.0,5.3,5.5,5.8,-23.4929952,-46.4462898
94323,EMEF ELIAS DE SIQUEIRA CAVALCANTI DR,FREGUESIA/BRASILANDIA,FREGUESIA DO O,4.0,2.0,4.0,4.6,4.1,4.8,5.0,5.3,5.5,5.8,-23.4929952,-46.4462898
19274,EMEF CANDIDA DORA PINO PRETINI PROFA,SAO MATEUS,SAO RAFAEL,4.0,2.0,4.0,4.6,5.5,4.8,5.1,5.3,5.6,5.9,-23.4929952,-46.4462898
93092,EMEF FAGUNDES VARELLA,CAMPO LIMPO,CAMPO LIMPO,4.0,2.0,4.0,4.6,4.8,4.8,5.0,5.3,5.5,5.8,-23.4929952,-46.4462898
94072,EMEF WANY SALGADO ROCHA PROFA,PENHA,PONTE RASA,4.0,2.0,4.0,4.6,4.3,4.8,5.0,5.3,5.5,5.7,-23.4929952,-46.4462898
19428,EMEF CAMPO LIMPO I,CAMPO LIMPO,CAMPO LIMPO,4.0,2.0,4.0,4.6,4.7,4.8,5.0,5.2,5.5,5.7,-23.4929952,-46.4462898
92894,EMEF MARIO MARQUES OLIVEIRA PROF,CAMPO LIMPO,JARDIM ANGELA,4.0,2.0,4.0,4.6,4.3,4.8,5.1,5.3,5.5,5.7,-23.4929952,-46.4462898
92924,EMEF MARIO RANGEL CORONEL,CAMPO LIMPO,CAPAO REDONDO,4.0,2.0,4.0,4.7,5.0,4.9,5.1,5.4,5.6,5.9,-23.6292885,-46.4684114
97713,EMEF JOSE PEDRO LEITE CORDEIRO DR,SAO MIGUEL,ITAIM PAULISTA,4.0,2.0,4.0,4.7,5.3,4.9,5.1,5.4,5.6,5.8,-23.6292885,-46.4684114
93483,EMEF HAROLDO VELOSO BRIGADEIRO,ITAQUERA,ITAQUERA,4.0,2.0,4.0,4.7,4.5,4.9,5.1,5.3,5.5,5.7,-23.6292885,-46.4684114
92908,EMEF CLEMENTE PASTORE PROF,CAMPO LIMPO,JARDIM ANGELA,4.0,2.0,4.0,4.7,3.8,4.9,5.1,5.4,5.6,5.8,-23.6292885,-46.4684114
94595,EMEF SILVIO PORTUGAL DESEMBARGADOR,PIRITUBA,PIRITUBA,4.0,2.0,4.0,4.7,4.5,4.9,5.1,5.3,5.6,5.8,-23.6292885,-46.4684114
94170,EMEF PLINIO AYROSA,FREGUESIA/BRASILANDIA,FREGUESIA DO O,4.0,2.0,4.0,4.7,5.0,4.9,5.1,5.4,5.6,5.9,-23.6292885,-46.4684114
93637,EMEFM OSWALDO ARANHA BANDEIRA DE MELLO,GUAIANASES,CIDADE TIRADENTES,4.0,2.0,4.0,4.7,4.7,4.9,5.2,5.4,5.7,5.9,-23.6292885,-46.4684114
19640,EMEF JARDIM DA CONQUISTA II,SAO MATEUS,IGUATEMI,4.0,2.0,4.0,4.8,4.7,5.0,5.2,5.4,5.6,5.8,-23.6292885,-46.4684114
94439,EMEF LEOPOLDINA IMPERATRIZ,PIRITUBA,PIRITUBA,4.0,2.0,4.0,4.8,4.7,5.0,5.2,5.5,5.7,5.9,-23.6292885,-46.4684114
95401,EMEF PRUDENTE DE MORAIS PRESIDENTE,IPIRANGA,SAO LUCAS,4.0,2.0,4.0,4.8,5.1,5.0,5.2,5.5,5.7,5.9,-23.5853525,-46.5398646
9156,EMEF LUIS CARLOS PRESTES SENADOR,GUAIANASES,CIDADE TIRADENTES,4.0,2.0,4.0,4.8,0,5.0,5.2,5.5,5.7,5.9,-23.5853525,-46.5398646
92878,EMEF CAROLINA RENNO R OLIVEIRA PROFA,CAMPO LIMPO,JARDIM ANGELA,4.0,2.0,4.0,4.8,5.3,5.0,5.3,5.5,5.7,6.0,-23.5853525,-46.5398646
94234,EMEF THEO DUTRA,FREGUESIA/BRASILANDIA,BRASILANDIA,4.0,2.0,4.0,4.8,5.0,5.0,5.3,5.5,5.7,5.9,-23.5853525,-46.5398646
93017,EMEF ADHEMAR DE BARROS PREFEITO,CAMPO LIMPO,CAMPO LIMPO,4.0,2.0,4.0,4.8,4.9,5.1,5.3,5.5,5.8,6.0,-23.5853525,-46.5398646
10162,EMEF LORENCO MANOEL SPARAPAN,CAMPO LIMPO,JARDIM SAO LUIS,4.0,2.0,4.0,4.9,4.4,5.1,5.3,5.6,5.8,6.1,-23.5853525,-46.5398646
93751,EMEF PAULO ROLIM LOUREIRO DOM,SAO MIGUEL,SAO MIGUEL,4.0,2.0,4.0,4.9,4.6,5.1,5.3,5.6,5.8,6.0,-23.5853525,-46.5398646
19437,EMEF DIAS GOMES,GUAIANASES,LAJEADO,4.0,2.0,4.0,4.9,4.6,5.1,5.3,5.5,5.7,5.9,-23.5853525,-46.5398646
19308,EMEF HERMES FERREIRA DE SOUZA,CAMPO LIMPO,CAMPO LIMPO,4.0,2.0,4.0,4.9,5.0,5.1,5.3,5.5,5.7,5.9,-23.5853525,-46.5398646
94196,EMEF ERICO VERISSIMO,FREGUESIA/BRASILANDIA,FREGUESIA DO O,4.0,2.0,4.0,4.9,5.5,5.1,5.3,5.5,5.7,6.0,-23.5853525,-46.5398646
99112,EMEF PRACINHAS DA FEB,CAMPO LIMPO,JARDIM SAO LUIS,4.0,2.0,4.0,4.9,4.6,5.1,5.3,5.5,5.8,6.0,-23.5853525,-46.5398646
19363,CEU EMEF JARDIM PAULISTANO,FREGUESIA/BRASILANDIA,BRASILANDIA,4.0,2.0,4.0,4.9,4.3,5.1,5.3,5.5,5.7,5.9,-23.5853525,-46.5398646
19227,CEU EMEF CONCEICAO APARECIDA DE JESUS PROFA,ITAQUERA,ITAQUERA,4.0,2.0,4.0,4.9,4.0,5.1,5.3,5.5,5.8,6.0,-23.5853525,-46.5398646
19361,CEU EMEF CANTOS DO AMANHECER,CAMPO LIMPO,CAMPO LIMPO,4.0,2.0,4.0,4.9,4.6,5.1,5.3,5.5,5.8,6.0,-23.5853525,-46.5398646
92835,EMEF ESPIRIDIAO ROSAS MARECHAL,PIRITUBA,JAGUARE,4.0,2.0,4.0,4.9,4.6,5.1,5.4,5.6,5.9,6.2,-23.5853525,-46.5398646
93505,EMEF BENEDITO CALIXTO,ITAQUERA,JOSE BONIFACIO,4.0,2.0,4.0,4.9,4.4,5.1,5.3,5.5,5.7,6.0,-23.5853525,-46.5398646
93904,EMEF CAPISTRANO DE ABREU,SAO MIGUEL,JARDIM HELENA,4.0,2.0,4.0,4.9,4.9,5.1,5.3,5.6,5.8,6.1,-23.5853525,-46.5398646
94455,EMEF VICENTE DE PAULO DALE COUTINHO GENERAL,PIRITUBA,JARAGUA,4.0,2.0,4.0,4.9,4.2,5.1,5.4,5.6,5.8,6.1,-23.5853525,-46.5398646
95150,EMEF ROQUETTE PINTO,ITAQUERA,ARICANDUVA,4.0,2.0,4.0,4.9,4.6,5.1,5.3,5.5,5.7,6.0,-23.5853525,-46.5398646
19261,CEU EMEF PAULO GOMES CARDIM PROF DR,ITAQUERA,CIDADE LIDER,4.0,2.0,4.0,4.9,4.2,5.1,5.4,5.6,5.8,6.1,-23.5853525,-46.5398646
94056,EMEF JENNY GOMES DONA,PENHA,ARTUR ALVIM,4.0,2.0,4.0,4.9,4.1,5.2,5.4,5.6,5.8,6.0,-23.5853525,-46.5398646
10138,EMEF ELZA MAIA COSTA FREIRE PROFA,SANTO AMARO,CIDADE ADEMAR,4.0,2.0,4.0,4.9,4.1,5.2,5.4,5.6,5.8,6.1,-23.5853525,-46.5398646
93769,EMEF PEDRO DE FRONTIN ALMIRANTE,SAO MIGUEL,SAO MIGUEL,4.0,2.0,4.0,4.9,4.7,5.2,5.4,5.6,5.8,6.0,-23.6180065,-46.6406382
94536,EMEF JAIRO RAMOS,PIRITUBA,SAO DOMINGOS,4.0,2.0,4.0,5.0,4.8,5.2,5.4,5.6,5.8,6.0,-23.552133,-46.6351612
94251,EMEF SEBASTIAO NOGUEIRA DE LIMA DESEMBARGADOR,FREGUESIA/BRASILANDIA,BRASILANDIA,4.0,2.0,4.0,5.0,4.8,5.2,5.4,5.6,5.9,6.1,-23.6733029,-46.7272822
93050,EMEF SYNESIO ROCHA MINISTRO,CAMPO LIMPO,CAMPO LIMPO,4.0,2.0,4.0,5.0,4.2,5.2,5.4,5.6,5.8,6.0,-23.6733029,-46.7272822
95117,EMEF KENNEDY PRESIDENTE,ITAQUERA,VILA FORMOSA,4.0,2.0,4.0,5.0,4.7,5.2,5.4,5.6,5.9,6.1,-23.6733029,-46.7272822
19313,CEU EMEF MANOEL VIEIRA DE QUEIROZ FILHO,CAPELA DO SOCORRO,PARELHEIROS,4.0,2.0,4.0,5.0,4.6,5.2,5.4,5.6,5.8,6.1,-23.534023,-46.5760993
92762,EMEF JOAO XXIII,BUTANTA,RAPOSO TAVARES,4.0,2.0,4.0,5.0,4.8,5.2,5.4,5.6,5.8,6.1,-23.534023,-46.5760993
93343,EMEF OLEGARIO MARIANO,CAPELA DO SOCORRO,CIDADE DUTRA,4.0,2.0,4.0,5.0,4.4,5.2,5.4,5.6,5.9,6.1,-23.534023,-46.5760993
19333,CEU EMEF AGUA AZUL,GUAIANASES,CIDADE TIRADENTES,4.0,2.0,4.0,5.0,4.7,5.2,5.4,5.6,5.8,6.0,-23.4664897,-46.6322368
10154,EMEF MAURO FACCIO GONCALVES ZACARIA,CAMPO LIMPO,JARDIM SAO LUIS,4.0,2.0,4.0,5.0,5.8,5.2,5.4,5.7,5.9,6.1,-23.4664897,-46.6322368
94897,EMEF OCTAVIO PEREIRA LOPES,JACANA/TREMEMBE,JACANA,4.0,2.0,4.0,5.0,4.9,5.2,5.4,5.6,5.8,6.1,-23.4664897,-46.6322368
93572,EMEF COELHO NETO,SAO MATEUS,IGUATEMI,4.0,2.0,4.0,5.0,4.6,5.2,5.4,5.7,5.9,6.1,-23.4664897,-46.6322368
99791,EMEF PLINIO SALGADO,CAPELA DO SOCORRO,GRAJAU,4.0,2.0,4.0,5.0,5.3,5.2,5.4,5.6,5.9,6.1,-23.4664897,-46.6322368
93599,EMEF JOSE MARIA WHITAKER,SAO MATEUS,SAO MATEUS,4.0,2.0,4.0,5.0,4.8,5.2,5.4,5.6,5.9,6.1,-23.4664897,-46.6322368
94307,EMEF FREDERICO G SANTOS TENENTE AVIADOR,FREGUESIA/BRASILANDIA,CACHOEIRINHA,4.0,2.0,4.0,5.0,4.7,5.2,5.4,5.6,5.8,6.1,-23.4664897,-46.6322368
94927,EMEF MARIA HELENA FARIA LIMA PROFA,JACANA/TREMEMBE,VILA MEDEIROS,4.0,2.0,4.0,5.0,4.4,5.2,5.4,5.7,5.9,6.1,-23.4664897,-46.6322368
95346,EMEF QUEIROZ FILHO PROF,IPIRANGA,VILA PRUDENTE,4.0,2.0,4.0,5.0,5.0,5.3,5.5,5.8,6.0,6.3,-23.4736669,-46.6129028
94609,EMEFM ANTONIO ALVES VERISSIMO,PIRITUBA,JARAGUA,4.0,2.0,4.0,5.0,4.9,5.2,5.4,5.6,5.9,6.1,-23.4736669,-46.6129028
94111,EMEF LUIS WASHINGTON VITA,PENHA,PONTE RASA,4.0,2.0,4.0,5.0,3.9,5.2,5.5,5.7,5.9,6.1,-23.4736669,-46.6129028
93076,EMEF PAULO COLOMBO P QUEIROZ DESEMBARGADOR,CAMPO LIMPO,CAMPO LIMPO,4.0,2.0,4.0,5.0,4.8,5.3,5.5,5.7,5.9,6.2,-23.6344416,-46.7419816
93041,EMEF LEONARDO VILLAS BOAS,CAMPO LIMPO,CAMPO LIMPO,4.0,2.0,4.0,5.0,4.7,5.3,5.5,5.7,6.0,6.2,-23.6344416,-46.7419816
19276,CEU EMEF TRES LAGOS,CAPELA DO SOCORRO,GRAJAU,4.0,2.0,4.0,5.0,4.6,5.2,5.5,5.7,5.9,6.1,-23.6344416,-46.7419816
95435,EMEF ALTINO ARANTES,IPIRANGA,SAO LUCAS,4.0,2.0,4.0,5.1,4.7,5.3,5.5,5.7,5.9,6.1,-23.6344416,-46.7419816
94404,EMEF MONTEIRO LOBATO,PIRITUBA,PIRITUBA,4.0,2.0,4.0,5.1,4.5,5.3,5.6,5.8,6.1,6.3,-23.6344416,-46.7419816
93921,EMEF EZEQUIEL RAMOS JUNIOR,SAO MIGUEL,ITAIM PAULISTA,4.0,2.0,4.0,5.1,5.2,5.3,5.5,5.7,6.0,6.2,-23.6344416,-46.7419816
94358,EMEF ANGELINA MAFFEI VITA DONA,FREGUESIA/BRASILANDIA,CASA VERDE,4.0,2.0,4.0,5.1,4.2,5.3,5.5,5.7,6.0,6.2,-23.5102201,-46.4339979
99091,EMEF HIPOLITO JOSE DA COSTA,JACANA/TREMEMBE,TREMEMBE,4.0,2.0,4.0,5.1,4.4,5.3,5.5,5.8,6.0,6.2,-23.5102201,-46.4339979
93181,EMEFM LINNEU PRESTES PROF,SANTO AMARO,SANTO AMARO,4.0,2.0,4.0,5.1,4.3,5.3,5.5,5.8,6.0,6.2,-23.5102201,-46.4339979
94137,EMEF CECILIA MEIRELES,PENHA,CANGAIBA,4.0,2.0,4.0,5.1,4.8,5.3,5.5,5.7,5.9,6.1,-23.5102201,-46.4339979
19226,CEU EMEF MARIA CLARA MACHADO,SAO MIGUEL,ITAIM PAULISTA,4.0,2.0,4.0,5.1,4.9,5.3,5.5,5.7,5.9,6.1,-23.5102201,-46.4339979
19243,EMEF MARINA MELANDER COUTINHO PROFA,CAPELA DO SOCORRO,CIDADE DUTRA,4.0,2.0,4.0,5.1,4.6,5.3,5.6,5.8,6.1,6.3,-23.5102201,-46.4339979
92720,EMEF ARTUR WHITAKER DESEMBARGADOR,BUTANTA,VILA SONIA,4.0,2.0,4.0,5.1,4.2,5.3,5.5,5.7,5.9,6.2,-23.5102201,-46.4339979
93360,EMEF ELIZA RACHEL M SOUZA PROFA,CAPELA DO SOCORRO,GRAJAU,4.0,2.0,4.0,5.1,5.3,5.3,5.6,5.8,6.0,6.3,-23.5102201,-46.4339979
95214,EMEF BERNARDO O'HIGGINS,SANTO AMARO,CAMPO BELO,4.0,2.0,4.0,5.2,4.6,5.4,5.6,5.8,6.1,6.3,-23.5102201,-46.4339979
93785,EMEF JOAO RIBEIRO DE BARROS,GUAIANASES,LAJEADO,4.0,2.0,4.0,5.2,5.0,5.4,5.6,5.8,6.0,6.2,-23.5102201,-46.4339979
95273,EMEF CACILDA BECKER,SANTO AMARO,JABAQUARA,4.0,2.0,4.0,5.2,5.8,5.4,5.6,5.8,6.0,6.3,-23.5102201,-46.4339979
93963,EMEF JOAO PINHEIRO PRESIDENTE,PENHA,VILA MATILDE,4.0,2.0,4.0,5.2,5.3,5.4,5.6,5.9,6.1,6.3,-23.5102201,-46.4339979
93947,EMEF OTHELO FRANCO GENERAL,PENHA,TATUAPE,4.0,2.0,4.0,5.2,4.9,5.4,5.6,5.9,6.1,6.3,-23.5651062,-46.549602
19271,CEU EMEF PERA MARMELO,PIRITUBA,JARAGUA,4.0,2.0,4.0,5.2,4.8,5.4,5.6,5.8,6.1,6.3,-23.5651062,-46.549602
95265,EMEF ARMANDO ARRUDA PEREIRA,SANTO AMARO,JABAQUARA,4.0,2.0,4.0,5.2,4.8,5.4,5.6,5.8,6.0,6.2,-23.5150656,-46.6186012
18546,EMEF DAMIAO FREI,CAPELA DO SOCORRO,GRAJAU,4.0,2.0,4.0,5.3,5.0,5.5,5.7,5.9,6.1,6.4,-23.5150656,-46.6186012
93441,EMEF CARLOS CHAGAS,ITAQUERA,CIDADE LIDER,4.0,2.0,4.0,5.3,5.0,5.5,5.7,5.8,6.0,6.2,-23.5150656,-46.6186012
93696,EMEF EPITACIO PESSOA PRESIDENTE,SAO MIGUEL,VILA JACUI,4.0,2.0,4.0,5.3,4.9,5.5,5.7,5.9,6.1,6.3,-23.4994308,-46.4577652
95362,EMEF BARAO DE MAUA,PENHA,AGUA RASA,4.0,2.0,4.0,5.3,4.6,5.5,5.8,6.0,6.3,6.5,-23.4994308,-46.4577652
94153,EMEF ARTHUR AZEVEDO,PENHA,TATUAPE,4.0,2.0,4.0,5.3,5.3,5.5,5.7,5.9,6.1,6.4,-23.4994308,-46.4577652
19500,EMEF HERBERT DE SOUZA - BETINHO,CAMPO LIMPO,CAPAO REDONDO,4.0,2.0,4.0,5.3,4.4,5.5,5.8,6.0,6.2,6.5,-23.4994308,-46.4577652
18210,EMEFM DARCY RIBEIRO,SAO MIGUEL,SAO MIGUEL,4.0,2.0,4.0,5.4,4.9,5.5,5.7,5.9,6.2,6.4,-23.4994308,-46.4577652
93335,EMEF JOAO DE DEUS CARDOSO MELLO,CAPELA DO SOCORRO,CIDADE DUTRA,4.0,2.0,4.0,5.4,4.6,5.6,5.8,6.0,6.2,6.4,-23.4994308,-46.4577652
93033,EMEF MAURICIO SIMAO,CAMPO LIMPO,CAMPO LIMPO,4.0,2.0,4.0,5.4,5.5,5.6,5.8,6.0,6.3,6.5,-23.4994308,-46.4577652
94579,EMEF JOSE FERRAZ DE CAMPOS PROF,PIRITUBA,JAGUARA,4.0,2.0,4.0,5.4,4.9,5.6,5.8,6.0,6.2,6.4,-23.4994308,-46.4577652
93424,EMEF MIGUEL VIEIRA FERREIRA DR,CAPELA DO SOCORRO,CIDADE DUTRA,4.0,2.0,4.0,5.4,5.4,5.6,5.8,6.1,6.3,6.5,-23.4994308,-46.4577652
92916,EMEF ANTONIO ESTANISLAU AMARAL,CAMPO LIMPO,JARDIM ANGELA,4.0,2.0,4.0,5.4,4.6,5.6,5.8,6.0,6.3,6.5,-23.4994308,-46.4577652
99236,EMEF MODESTO SCAGLIUSI,CAMPO LIMPO,CAMPO LIMPO,4.0,2.0,4.0,5.4,4.8,5.7,5.9,6.1,6.3,6.6,-23.5299448,-46.7438377
94501,EMEF PAULO PRADO,PIRITUBA,ANHANGUERA,4.0,2.0,4.0,5.5,4.7,5.7,5.9,6.1,6.3,6.6,-23.5299448,-46.7438377
19278,CEU EMEF VILA CURUCA,SAO MIGUEL,VILA CURUCA,4.0,2.0,4.0,5.5,5.1,5.7,5.9,6.1,6.3,6.5,-23.5187,-46.5872
17272,EMEFM GUIOMAR CABRAL,PIRITUBA,PIRITUBA,4.0,2.0,4.0,5.5,6.0,5.7,5.9,6.1,6.3,6.5,-23.5187,-46.5872
95079,EMEF FABIO DA SILVA PRADO DR,PENHA,MOOCA,4.0,2.0,4.0,5.5,4.7,5.7,5.9,6.1,6.3,6.5,-23.5187,-46.5872
94765,EMEF MAXIMO DE MOURA SANTOS PROF,JACANA/TREMEMBE,SANTANA,4.0,2.0,4.0,5.6,5.8,5.8,6.0,6.2,6.4,6.6,-23.5187,-46.5872
302,EMEF HELIO FRANCO CHAVES CORONEL,JACANA/TREMEMBE,TREMEMBE,4.0,2.0,4.0,5.6,6.3,5.8,6.0,6.2,6.4,6.7,-23.5187,-46.5872
93912,EMEF CARLOS PASQUALE PROF,SAO MIGUEL,ITAIM PAULISTA,4.0,2.0,4.0,5.7,5.0,5.9,6.0,6.2,6.4,6.6,-23.5187,-46.5872
95311,EMEF JEAN MERMOZ,IPIRANGA,SAUDE,4.0,2.0,4.0,5.7,4.9,5.9,6.1,6.3,6.5,6.7,-23.5187,-46.5872
19365,CEU EMEF ROSANGELA RODRIGUES VIEIRA PROFA,PENHA,CANGAIBA,4.0,2.0,4.0,5.8,5.9,6.0,6.2,6.3,6.5,6.7,-23.583,-46.633
93670,EMEF AMADEU AMARAL,PENHA,PONTE RASA,4.0,2.0,4.0,5.8,5.5,6.0,6.2,6.4,6.6,6.8,-23.531894,-46.530691
95036,EMEF LEAO MACHADO PROF,IPIRANGA,SACOMA,4.0,2.0,4.0,5.9,5.3,6.0,6.2,6.4,6.6,6.8,-23.531894,-46.530691
19303,CEU EMEF CASA BLANCA,CAMPO LIMPO,JARDIM SAO LUIS,4.0,2.0,4.0,6.0,5.9,6.2,6.4,6.6,6.8,7.0,-23.531894,-46.530691
93319,EMEF ALMEIDA JUNIOR PROF,CAPELA DO SOCORRO,SOCORRO,5.0,1.0,5.0,5.2,4.9,5.4,5.6,5.9,6.1,6.3,-23.531894,-46.530691
94129,EMEF GUILHERME DE ALMEIDA,PENHA,CANGAIBA,5.0,1.0,5.0,5.2,4.7,5.4,5.6,5.8,6.0,6.2,-23.531894,-46.530691
94790,EMEF HELENA LOMBARDI BRAGA PROFA,JACANA/TREMEMBE,VILA GUILHERME,5.0,1.0,5.0,5.4,5.3,5.6,5.8,6.0,6.2,6.5,-23.531894,-46.530691
93301,EMEF HEITOR DE ANDRADE,CAPELA DO SOCORRO,SOCORRO,5.0,1.0,5.0,5.4,4.9,5.6,5.8,6.0,6.3,6.5,-23.531894,-46.530691
94749,EMEF MARTIN FRANCISCO RIBEIRO DE ANDRADA,JACANA/TREMEMBE,TUCURUVI,5.0,1.0,5.0,5.4,5.4,5.6,5.8,6.0,6.2,6.3,-22.749997,-43.3999984
94021,EMEF VISCONDE DE CAIRU,PENHA,VILA MATILDE,5.0,1.0,5.0,5.4,4.3,5.6,5.8,6.0,6.2,6.4,-22.749997,-43.3999984
92690,EMEF AMORIM LIMA DESEMBARGADOR,BUTANTA,BUTANTA,5.0,1.0,5.0,5.5,5.2,5.7,5.9,6.1,6.3,6.5,-22.749997,-43.3999984
92797,EMEF JULIO DE MESQUITA,BUTANTA,BUTANTA,5.0,1.0,5.0,5.5,5.1,5.7,5.9,6.1,6.3,6.5,-22.749997,-43.3999984
93220,EMEF ANTONIO CARLOS ABREU SODRE DR,SANTO AMARO,CAMPO GRANDE,5.0,1.0,5.0,5.7,5.2,5.8,6.0,6.2,6.5,6.7,-22.749997,-43.3999984
19263,CEU EMEF CIDADE DUTRA,CAPELA DO SOCORRO,CIDADE DUTRA,5.0,1.0,5.0,5.7,5.7,5.9,6.1,6.3,6.5,6.7,-23.5845193,-46.5819991
19397,EMEF GILMAR TACCOLA PROF,ITAQUERA,CARRAO,5.0,1.0,5.0,5.7,5.4,5.9,6.1,6.3,6.5,6.7,-23.5845193,-46.5819991
94552,EMEF AMADEU MENDES PROF,PIRITUBA,SAO DOMINGOS,5.0,1.0,5.0,5.7,5.5,5.9,6.1,6.3,6.5,6.7,-23.5845193,-46.5819991
95184,EMEF SERGIO MILLIET,ITAQUERA,ARICANDUVA,5.0,1.0,5.0,5.7,5.6,5.9,6.1,6.3,6.5,6.6,-23.5845193,-46.5819991
93203,EMEF LAERTE RAMOS CARVALHO PROF,SANTO AMARO,CAMPO GRANDE,5.0,1.0,5.0,6.0,5.7,6.2,6.4,6.5,6.7,6.9,-23.60000001,-46.74305557
93173,EMEF JOAQUIM CANDIDO A MARQUES DESEMBARGADOR,SANTO AMARO,SANTO AMARO,5.0,1.0,5.0,6.6,5.7,6.8,6.9,7.1,7.3,7.4,-23.60000001,-46.74305557
92711,EMEF DEODORO DA FONSECA MAL,BUTANTA,BUTANTA,5.0,2.0,6.0,5.5,5.0,5.7,5.8,6.0,6.2,6.4,-23.60000001,-46.74305557
93742,EMEF LUIS SAIA ARQUITETO,SAO MIGUEL,SAO MIGUEL,5.0,2.0,6.0,5.2,4.7,5.4,5.6,5.8,6.0,6.2,-23.60000001,-46.74305557
93955,EMEF JACKSON DE FIGUEIREDO,PENHA,TATUAPE,5.0,2.0,6.0,5.6,5.5,5.8,6.0,6.2,6.4,6.6,-23.60000001,-46.74305557
